ID,Name,Segment-Prefab,Segment-Height,Difficulty,Segment-Type,LaneIndex,YOffset,Prefab,Speed
34,Seg-14-CatChoreography,Prefab_Segment_Medium_01,20,Medium,Object,2,14,Prefab_Collectible_Coin,0
35,Seg-15-BaitAndBite,Prefab_Segment_Medium_01,20,Medium,Event,1,8,Prefab_Event_AggressiveCat,7
35,Seg-15-BaitAndBite,Prefab_Segment_Medium_01,20,Medium,Object,1,2,Prefab_Collectible_Coin,0
35,Seg-15-BaitAndBite,Prefab_Segment_Medium_01,20,Medium,Object,1,5,Prefab_Collectible_Coin,0
35,Seg-15-BaitAndBite,Prefab_Segment_Medium_01,20,Medium,Object,2,11,Prefab_Collectible_Coin,0
35,Seg-15-BaitAndBite,Prefab_Segment_Medium_01,20,Medium,Object,3,17,Prefab_Object_Bush,0
36,Seg-16-LaneClearTest,Prefab_Segment_Medium_01,20,Medium,Event,3,2,Prefab_Event_AggressiveCat,6
36,Seg-16-LaneClearTest,Prefab_Segment_Medium_01,20,Medium,Event,2,10,Prefab_Event_AggressiveCat,6
36,Seg-16-LaneClearTest,Prefab_Segment_Medium_01,20,Medium,Object,1,2,Prefab_Collectible_Coin,0
36,Seg-16-LaneClearTest,Prefab_Segment_Medium_01,20,Medium,Object,3,11,Prefab_Object_Bush,0
36,Seg-16-LaneClearTest,Prefab_Segment_Medium_01,20,Medium,Object,1,17,Prefab_Collectible_Coin,0
37,Seg-17-ZigZagCat,Prefab_Segment_Easy_02,20,Easy,Event,2,5,Prefab_Event_AggressiveCat,6
37,Seg-17-ZigZagCat,Prefab_Segment_Easy_02,20,Easy,Object,1,2,Prefab_Collectible_Coin,0
37,Seg-17-ZigZagCat,Prefab_Segment_Easy_02,20,Easy,Object,3,8,Prefab_Collectible_Coin,0
37,Seg-17-ZigZagCat,Prefab_Segment_Easy_02,20,Easy,Object,1,14,Prefab_Object_Bush,0
38,Seg-18-CorneredCat,Prefab_Segment_Easy_02,20,Easy,Event,3,5,Prefab_Event_AggressiveCat,6
38,Seg-18-CorneredCat,Prefab_Segment_Easy_02,20,Easy,Object,1,2,Prefab_Collectible_Coin,0
38,Seg-18-CorneredCat,Prefab_Segment_Easy_02,20,Easy,Object,2,8,Prefab_Collectible_Coin,0
38,Seg-18-CorneredCat,Prefab_Segment_Easy_02,20,Easy,Object,3,14,Prefab_Object_Bush,0
39,Seg-19-TripleChargeA,Prefab_Segment_Hard_01,20,Hard,Event,1,2,Prefab_Event_AggressiveCat,9
39,Seg-19-TripleChargeA,Prefab_Segment_Hard_01,20,Hard,Event,2,8,Prefab_Event_AggressiveCat,9
39,Seg-19-TripleChargeA,Prefab_Segment_Hard_01,20,Hard,Event,3,14,Prefab_Event_AggressiveCat,9
39,Seg-19-TripleChargeA,Prefab_Segment_Hard_01,20,Hard,Object,3,2,Prefab_Collectible_Coin,0
39,Seg-19-TripleChargeA,Prefab_Segment_Hard_01,20,Hard,Object,1,8,Prefab_Collectible_Coin,0
40,Seg-20-TripleChargeB,Prefab_Segment_Hard_01,20,Hard,Event,3,2,Prefab_Event_AggressiveCat,9
40,Seg-20-TripleChargeB,Prefab_Segment_Hard_01,20,Hard,Event,2,8,Prefab_Event_AggressiveCat,9
40,Seg-20-TripleChargeB,Prefab_Segment_Hard_01,20,Hard,Event,1,14,Prefab_Event_AggressiveCat,9
40,Seg-20-TripleChargeB,Prefab_Segment_Hard_01,20,Hard,Object,1,2,Prefab_Collectible_Coin,0
40,Seg-20-TripleChargeB,Prefab_Segment_Hard_01,20,Hard,Object,3,8,Prefab_Collectible_Coin,0
